Timestamp,Username,VideoID,Comment,Date
2023-09-27T21:19:54Z,@NZsarge1,-f_LV-6PuFA,Whoa! Hideous and electric 🤨,2023-09-27T21:19:54Z
2023-09-27T20:45:42Z,@stephenlaw9827,-f_LV-6PuFA,Overpriced and you'll be hammered on residuals.😢😢,2023-09-27T20:45:42Z
2023-09-27T20:09:59Z,@ISuperTed,-f_LV-6PuFA,Well I drive an e208 so basically have a smaller brother of this. It’s a really nice car but as residuals are showing now it’s way over-priced and this refresh doesn’t change that one bit. Given you’ll be able to get a one year old for £23k in a years time I’m amazed anyone would buy this privately. Maybe they give huge discounts and low rate finance now?,2023-09-27T20:10:27Z
2023-09-28T19:33:53Z,@rkhrd3211,-f_LV-6PuFA,It's mostly being leased around here.,2023-09-28T19:33:53Z
2023-09-27T18:39:25Z,@kennydouglas9459,-f_LV-6PuFA,"It's such a major no go for me in cars, that automatic gear sticks are turning into something so absolutely ridiculous as a lille switch. Besides, the car looks great, but sadly the car will likely be way overpriced.",2023-09-27T18:39:25Z
2023-09-27T17:42:21Z,@paulroper4847,-f_LV-6PuFA,hmmm - push for the Kia Niro EV - better range and much faster.,2023-09-27T17:42:21Z
2023-09-28T15:59:03Z,@Dreadpirateflappy,-f_LV-6PuFA,"Yep. also has full one pedal driving, a frunk and far more luxuries like ventilated seats on the top spec.",2023-09-28T15:59:03Z
2023-09-29T09:30:25Z,@gregrobins5615,-f_LV-6PuFA,Kia/Hyundai's also have so much more recalls.,2023-09-29T09:30:25Z
2023-10-11T03:46:48Z,@tomtom9879,-f_LV-6PuFA,"The problem with the Kia e-Niro is the slower charging speed. 
My EV road trip planner calculates faster trip with an faster charging, Citroën e-C4 with shorter range than a slower charging, with long-range Kia e-Niro for a 1000 mile trip.",2023-10-11T03:46:48Z
2023-11-19T18:57:33Z,@paulroper4847,-f_LV-6PuFA,@@tomtom9879 I agree that the slower charging on the Niro is disappointing - I don't even get the advertised 77kw - I've never had more than 53Kw. Fortunately I don't do many journeys more than 240 miles and charge at home.,2024-06-12T21:19:08Z
2023-09-27T16:10:05Z,@tonyn3227,-f_LV-6PuFA,"Range, price, you gotta be kidding, me, no thanks",2023-09-27T16:10:05Z
